"","post_prob_death_BM","post_prob_extubation_surv","trt_death_BM","trt_extubation_surv","sd_death_BM","sd_extubation_surv"
"result.277",0.355765949717637,0.980647196223628,0.04,0.116,0.107,0.056
"result.278",0.471700206991528,0.999642984867044,0.008,0.19,0.107,0.056
"result.279",0.399438757275948,0.982259448139862,0.027,0.119,0.107,0.056
"result.280",0.63187688079542,0.998037034912634,-0.036,0.162,0.107,0.056
"result.281",0.0795175084655336,0.99946705955017,0.153,0.184,0.109,0.056
"result.282",0.848914533468898,0.992092891241268,-0.111,0.137,0.107,0.057
"result.283",0.282221326788159,0.998920163749911,0.062,0.173,0.107,0.056
"result.284",0.302549391621002,0.995964866207581,0.055,0.15,0.107,0.057
"result.285",0.279460723516329,0.998752429862827,0.062,0.171,0.106,0.056
"result.286",0.974307680870351,0.999721136375106,-0.21,0.194,0.108,0.056
"result.287",0.794726640777827,0.999999810576107,-0.089,0.259,0.108,0.056
"result.288",0.927410244862115,0.998561679345456,-0.157,0.168,0.108,0.056
"result.289",0.0895837309150469,0.996378221332344,0.145,0.149,0.108,0.056
"result.290",0.516142407667889,0.898264561239912,-0.004,0.072,0.11,0.056
"result.291",0.443048020837037,0.999390168671364,0.016,0.18,0.108,0.056
"result.292",0.797783163978581,0.99969007843102,-0.089,0.189,0.107,0.055
"result.293",0.926487882788039,0.999758304739167,-0.156,0.194,0.107,0.056
"result.294",0.942174602224146,0.999999810791493,-0.168,0.243,0.107,0.056
"result.295",0.559454114542343,0.994020962915542,-0.016,0.141,0.107,0.056
"result.296",0.728858459650255,0.998947645257462,-0.065,0.173,0.106,0.056
"result.297",0.808068939948163,0.995799571821531,-0.094,0.149,0.108,0.057
"result.298",0.240939882960836,0.999376703019561,0.075,0.181,0.106,0.056
"result.299",0.476915664336056,0.928141290724782,0.007,0.082,0.109,0.056
"result.300",0.285385260106423,0.958661151745676,0.062,0.097,0.108,0.056
"result.301",0.0895317787597224,0.936500267003195,0.147,0.085,0.109,0.056
"result.302",0.472448880037753,0.999940643611877,0.008,0.215,0.107,0.057
"result.303",0.632751589789516,0.999931210058537,-0.036,0.21,0.107,0.056
"result.304",0.71059613409426,0.997512054732583,-0.06,0.158,0.109,0.056
"result.305",0.0685726827381173,0.999982018396298,0.16,0.226,0.107,0.056
"result.306",0.777669432274051,0.999999810750004,-0.082,0.258,0.107,0.056
"result.307",0.646390273998232,0.999983827174957,-0.04,0.227,0.107,0.056
"result.308",0.634469459935217,0.950782773126237,-0.037,0.093,0.107,0.056
"result.309",0.385608363103045,0.999496495013308,0.031,0.186,0.107,0.057
"result.310",0.726179652139295,0.998190146693585,-0.064,0.164,0.107,0.056
"result.311",0.871601016656012,0.999503634433933,-0.123,0.186,0.109,0.056
"result.312",0.680198490673462,0.999999811878946,-0.051,0.246,0.109,0.057
"result.313",0.271811645535813,0.967531528763874,0.066,0.103,0.108,0.056
"result.314",0.752001093475605,0.999995637281099,-0.072,0.235,0.107,0.056
"result.315",0.961285364498986,0.999999811187128,-0.187,0.287,0.106,0.056
"result.316",0.327184972891426,0.999560978092756,0.048,0.187,0.107,0.056
"result.317",0.539082640598151,0.899518371524968,-0.01,0.071,0.106,0.056
"result.318",0.566029484832238,0.998743107681669,-0.018,0.171,0.107,0.056
"result.319",0.177277119799946,0.998659951299332,0.099,0.169,0.107,0.056
"result.320",0.296392176836169,0.998123242452409,0.058,0.162,0.108,0.056
"result.321",0.092048044646792,0.999810791771603,0.142,0.199,0.107,0.056
"result.322",0.579938802644635,0.999138513670722,-0.022,0.176,0.108,0.056
"result.323",0.629598544729776,0.998320456275098,-0.035,0.166,0.108,0.057
"result.324",0.391965054687126,0.999857707329577,0.029,0.204,0.106,0.056
"result.325",0.982719982932803,0.999913874678339,-0.224,0.209,0.106,0.056
"result.326",0.885312757829055,0.99953905653158,-0.129,0.184,0.108,0.056
"result.327",0.245292186205494,0.953251345194412,0.074,0.094,0.106,0.056
"result.328",0.191922709281059,0.989295223553821,0.094,0.129,0.108,0.056
"result.329",0.906893397656524,0.999571796746527,-0.141,0.187,0.107,0.056
"result.330",0.45676544617147,0.990511358665153,0.012,0.132,0.107,0.056
"result.331",0.0579013933863593,0.999930219435746,0.169,0.211,0.108,0.056
"result.332",0.69845477772112,0.99844965260558,-0.056,0.165,0.108,0.056
"result.333",0.658997457641233,0.909319874828072,-0.044,0.075,0.108,0.056
"result.334",0.718202781100206,0.99868524634333,-0.062,0.17,0.107,0.056
"result.335",0.112610276549372,0.999485806931627,0.128,0.183,0.106,0.056
"result.336",0.387912171271992,0.99943289274592,0.031,0.183,0.107,0.056
"result.337",0.748394348144754,0.99423435303906,-0.072,0.141,0.107,0.056
"result.338",0.14265929561895,0.995325512901798,0.115,0.145,0.108,0.056
"result.339",0.337323027244884,0.995967508685305,0.045,0.149,0.106,0.056
"result.340",0.48582468915222,0.99676439614632,0.004,0.153,0.108,0.056
"result.341",0.0746831763715225,0.999986416929925,0.153,0.23,0.106,0.057
"result.342",0.131546902392333,0.984177940539812,0.12,0.12,0.107,0.056
"result.343",0.264717844706289,0.999765191080816,0.068,0.198,0.108,0.057
"result.344",0.834119576640938,0.999999810821088,-0.105,0.271,0.108,0.056
"result.345",0.560253478431222,0.999921200176957,-0.016,0.212,0.107,0.057
"result.346",0.346237565570067,0.999837666636409,0.043,0.199,0.108,0.056
"result.347",0.0216337771966547,0.994850502168453,0.215,0.144,0.106,0.056
"result.348",0.959193844755138,0.999999810426882,-0.186,0.278,0.107,0.056
"result.349",0.886831110197134,0.99974287789156,-0.131,0.194,0.109,0.056
"result.350",0.068696194244264,0.997959483283629,0.158,0.16,0.106,0.056
"result.351",0.324889337552021,0.976697124875104,0.049,0.112,0.107,0.056
"result.352",0.263742673505512,0.999987251978819,0.068,0.229,0.107,0.056
"result.353",0.0743505910732427,0.968718341563698,0.154,0.105,0.106,0.056
"result.354",0.857049067516441,0.99976568913074,-0.114,0.195,0.107,0.056
"result.355",0.433629155024019,0.999421850879649,0.018,0.183,0.108,0.056
"result.356",0.717536781650393,0.999358135524627,-0.061,0.181,0.106,0.056
"result.357",0.252181090052794,0.999975750258742,0.071,0.224,0.107,0.056
"result.358",0.944114440167945,0.999853281057327,-0.168,0.202,0.106,0.056
"result.359",0.39062010375929,0.997442310966075,0.03,0.158,0.107,0.057
"result.360",0.466026048990797,0.999532345363166,0.01,0.187,0.11,0.057
"result.361",0.458080931974473,0.995444863456911,0.012,0.146,0.108,0.056
"result.362",0.427291049203992,0.956029387532332,0.02,0.096,0.107,0.056
"result.363",0.141248458511326,0.999999810730706,0.115,0.248,0.106,0.056
"result.364",0.91241869781141,0.999999811099501,-0.147,0.241,0.109,0.056
"result.365",0.206390206483077,0.999996716948295,0.089,0.236,0.108,0.056
"result.366",0.282260357622292,0.955558597803455,0.061,0.096,0.106,0.057
"result.367",0.560578510523157,0.921238004734118,-0.016,0.08,0.106,0.056
"result.368",0.505117454015214,0.998232573162051,-0.001,0.164,0.106,0.056
"result.369",0.0264449031709432,0.999933671824721,0.209,0.213,0.108,0.056
"result.370",0.75625053466899,0.99996554975475,-0.074,0.221,0.107,0.056
"result.371",0.337691614273355,0.958836158862835,0.045,0.098,0.107,0.056
"result.372",0.651927656898248,0.991633632528627,-0.042,0.135,0.107,0.056
"result.373",0.229634727013147,0.998371898963139,0.08,0.165,0.108,0.056
"result.374",0.399689068942566,0.999896525833159,0.027,0.206,0.107,0.056
