"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.119",0.908976211556856,0.0144685305590003,-0.118,2.406,-0.007,0.088,0.091,0.105
"result.120",0.929457634673574,0.119917536054914,-0.128,2.463,0.062,0.087,0.079,0.104
"result.121",0.997372699264344,0.331422803578615,-0.246,2.454,0.221,0.088,0.086,0.104
"result.122",0.993874984545061,0.115678201419986,-0.216,2.301,0.148,0.087,0.084,0.104
"result.123",0.990652666161219,0.03274347912234,-0.206,2.463,0.102,0.088,0.079,0.105
"result.124",0.990722040123259,0.187819682225874,-0.212,2.537,0.163,0.09,0.082,0.106
"result.125",0.998240214920426,0.0462706198287901,-0.255,2.372,0.16,0.087,0.086,0.104
"result.126",0.999922033312974,0.447710631119761,-0.334,2.37,0.326,0.089,0.079,0.105
"result.127",0.996407658633029,0.174386674687413,-0.23,2.307,0.177,0.086,0.08,0.103
"result.128",0.987371791794623,0.0561891696340255,-0.201,2.492,0.111,0.09,0.08,0.106
"result.129",0.984272774709859,0.14584544461061,-0.189,2.249,0.128,0.088,0.091,0.105
"result.130",0.971119789902035,0.166674996863151,-0.164,2.363,0.109,0.087,0.087,0.104
"result.131",0.999352244481597,0.232885638900326,-0.288,2.366,0.247,0.09,0.09,0.106
"result.132",0.983428657980714,0.147049216907528,-0.19,2.414,0.131,0.09,0.088,0.106
"result.133",0.867010938418104,0.00809924712199317,-0.095,2.373,-0.042,0.086,0.086,0.103
"result.134",0.999579111667821,0.0150759169074693,-0.294,2.375,0.17,0.088,0.079,0.105
"result.135",0.998268046977923,0.100958887535785,-0.259,2.432,0.187,0.089,0.08,0.105
"result.136",0.986199450672976,0.49789413809755,-0.198,2.487,0.198,0.09,0.078,0.106
"result.137",0.997637171739882,0.203253598468487,-0.246,2.308,0.198,0.087,0.084,0.104
"result.138",0.861195563562795,0.00356606735424347,-0.094,2.502,-0.058,0.087,0.085,0.104
"result.139",0.974192238651257,0.0707012910475898,-0.171,2.343,0.087,0.088,0.092,0.105
"result.140",0.990338187791981,0.2905248893612,-0.2,2.287,0.168,0.086,0.077,0.103
"result.141",0.824755732311125,0.0181798510408386,-0.079,2.356,-0.04,0.085,0.087,0.102
"result.142",0.999641306658667,0.0338373943342085,-0.304,2.434,0.2,0.09,0.077,0.107
"result.143",1,0.0288832998358873,-0.395,2.455,0.288,0.091,0.079,0.107
"result.144",0.973283279577239,0.0912344381240934,-0.171,2.427,0.096,0.089,0.087,0.105
"result.145",0.76330649415083,0.0679615851336304,-0.063,2.47,-0.022,0.088,0.081,0.105
"result.146",0.969465289733786,0.0088543886061424,-0.162,2.389,0.026,0.087,0.085,0.104
"result.147",0.988659487591264,0.00997561102231659,-0.199,2.441,0.067,0.088,0.079,0.105
"result.148",0.999502744171007,0.440706627140009,-0.293,2.376,0.284,0.089,0.08,0.106
"result.149",0.999747080694875,0.726656707118314,-0.307,2.342,0.342,0.089,0.08,0.105
"result.150",0.70733602740935,0.0879915678992883,-0.047,2.496,-0.029,0.087,0.08,0.104
"result.151",0.731926447044815,0.0681249863806661,-0.055,2.383,-0.03,0.089,0.089,0.106
