"","post_prob_death_CR","post_prob_liberation_CR","trt_death_CR","trt_liberation_CR","trt_interaction_trt_ext_CR_inla","sd_death_CR","sd_liberation_CR","sd_interaction_trt_ext_CR_inla"
"result.1162",0.494482125202361,0.138874384529563,0.001,2.453,-0.063,0.087,0.088,0.104
"result.1163",0.861640173536549,0.361754727117146,-0.096,2.485,0.076,0.088,0.088,0.105
"result.1164",0.926898944456859,0.339459961365011,-0.126,2.474,0.103,0.087,0.079,0.103
"result.1165",0.994958068269858,0.50078302214032,-0.229,2.355,0.229,0.089,0.09,0.106
"result.1166",0.962025438002768,0.23110810622005,-0.154,2.461,0.113,0.087,0.077,0.103
"result.1167",0.874264232173603,0.529269712907259,-0.103,2.472,0.107,0.09,0.089,0.106
"result.1168",0.98268236340088,0.294058959966263,-0.184,2.408,0.153,0.087,0.08,0.104
"result.1169",0.563265965979795,0.379134460437894,-0.014,2.464,-0.003,0.089,0.091,0.105
"result.1170",0.995437128752952,0.123035147797151,-0.228,2.383,0.163,0.088,0.085,0.104
"result.1171",0.9416068941882,0.267226532019862,-0.143,2.598,0.108,0.091,0.082,0.107
"result.1172",0.998796324129504,0.832232208095443,-0.261,2.334,0.316,0.086,0.077,0.103
"result.1173",0.931203708969154,0.843976437384869,-0.129,2.372,0.186,0.087,0.089,0.104
"result.1174",0.967758650733888,0.73001405717083,-0.167,2.482,0.202,0.09,0.088,0.107
"result.1175",0.947600918250043,0.61087565429516,-0.144,2.466,0.16,0.089,0.08,0.105
"result.1176",0.475368762451874,0.13841391453339,0.006,2.519,-0.067,0.088,0.089,0.105
"result.1177",0.998496821387983,0.864786492678118,-0.261,2.351,0.323,0.088,0.083,0.104
"result.1178",0.973974188811834,0.843771510832365,-0.176,2.522,0.233,0.091,0.079,0.107
"result.1179",0.991934905009674,0.270508164307802,-0.209,2.462,0.174,0.087,0.079,0.103
"result.1180",0.938062768325833,0.739938318794154,-0.139,2.499,0.176,0.091,0.085,0.107
"result.1181",0.943056164121521,0.752720165654814,-0.139,2.402,0.178,0.088,0.09,0.105
"result.1182",0.941791655399245,0.0738051616647908,-0.138,2.449,0.056,0.088,0.085,0.105
"result.1183",0.635064710323578,0.295826317845412,-0.031,2.516,0.001,0.091,0.099,0.108
"result.1184",0.99968337542366,0.558770957415044,-0.3,2.342,0.308,0.088,0.082,0.105
"result.1185",0.872458075176979,0.670975661932695,-0.102,2.521,0.127,0.09,0.084,0.106
"result.1186",0.805645938922439,0.858905267815,-0.075,2.457,0.136,0.087,0.083,0.104
"result.1187",0.755224049563176,0.377986650667126,-0.06,2.394,0.042,0.087,0.086,0.104
"result.1188",0.963205699220168,0.420202139428916,-0.155,2.477,0.144,0.087,0.081,0.103
"result.1189",0.942135337436991,0.379602391843036,-0.141,2.578,0.124,0.09,0.079,0.106
"result.1190",0.605352767779392,0.571610039958446,-0.023,2.381,0.033,0.086,0.087,0.103
"result.1191",0.995421748808431,0.272897067911959,-0.229,2.446,0.195,0.088,0.078,0.104
"result.1192",0.999652770000111,0.53570374897126,-0.305,2.414,0.31,0.09,0.084,0.106
"result.1193",0.982128703805807,0.918302394821069,-0.188,2.328,0.268,0.09,0.093,0.106
"result.1194",0.999605849110287,0.841519504765392,-0.287,2.301,0.343,0.086,0.078,0.103
"result.1195",0.999863819738703,0.705929020060779,-0.33,2.426,0.36,0.091,0.085,0.107
"result.1196",0.995812937143275,0.520203722964587,-0.237,2.463,0.24,0.09,0.079,0.106
"result.1197",0.993468221068774,0.384992791332093,-0.217,2.323,0.201,0.088,0.09,0.104
"result.1198",0.992461139556181,0.634592625616721,-0.222,2.417,0.242,0.092,0.092,0.108
